0.003704, 0.148148, 50
0.013717, 0.200265, 50
0.030406, 0.333784, 50
0.053772, 0.467319, 50
0.083816, 0.600879, 50
0.120540, 0.734478, 50
0.163947, 0.868135, 50
0.214041, 1.001876, 50
0.270827, 1.135732, 50
0.334314, 1.269744, 50
0.404512, 1.403962, 50
0.481435, 1.538445, 50
0.565098, 1.673265, 50
0.655523, 1.808501, 50
0.752735, 1.944246, 50
0.856765, 2.080603, 50
0.967650, 2.217683, 50
1.085430, 2.355607, 50
1.210155, 2.494501, 50
1.341880, 2.634496, 50
1.480666, 2.775720, 50
1.626581, 2.918302, 50
1.779699, 3.062364, 50
1.940100, 3.208015, 50
2.107867, 3.355354, 50
2.283091, 3.504464, 50
2.465861, 3.655409, 50
2.652804, 3.738860, 50
2.840489, 3.753707, 50
3.028925, 3.768702, 50
3.218113, 3.783775, 50
3.408057, 3.798866, 50
3.598753, 3.813929, 50
3.790199, 3.828925, 50
3.982391, 3.843826, 50
4.175321, 3.858614, 50
4.368985, 3.873276, 50
4.563376, 3.887809, 50
4.758486, 3.902214, 50
4.954311, 3.916496, 50
5.150844, 3.930666, 50
5.348081, 3.944738, 50
5.546018, 3.958729, 50
5.744650, 3.972656, 50
5.943978, 3.986542, 50
6.143998, 4.000405, 50
6.344711, 4.014269, 50
6.546119, 4.028155, 50
6.748223, 4.042085, 50
6.951027, 4.056077, 50
7.154535, 4.070152, 50
7.358751, 4.084325, 50
7.563682, 4.098610, 50
7.769332, 4.113017, 50
7.975710, 4.127552, 50
8.182821, 4.142216, 50
8.390671, 4.157004, 50
8.599266, 4.171904, 50
8.808611, 4.186896, 50
9.018709, 4.201952, 50
9.229560, 4.217034, 50
9.441165, 4.232094, 50
9.653519, 4.247071, 50
9.866380, 4.257219, 50
10.075768, 4.187762, 50
10.277883, 4.042305, 50
10.472634, 3.895017, 50
10.659932, 3.745964, 50
10.839693, 3.595230, 50
11.011839, 3.442913, 50
11.176295, 3.289124, 50
11.332995, 3.133986, 50
11.481876, 2.977625, 50
11.622884, 2.820171, 50
11.755972, 2.661755, 50
11.881097, 2.502501, 50
11.998224, 2.342530, 50
12.107321, 2.181953, 50
12.208365, 2.020873, 50
12.301334, 1.859379, 50
12.386212, 1.697553, 50
12.462985, 1.535465, 50
12.531644, 1.373174, 50
12.592180, 1.210729, 50
12.644589, 1.048169, 50
12.688865, 0.885528, 50
12.725006, 0.722829, 50
12.753011, 0.560091, 50
12.772877, 0.397329, 50
12.784605, 0.234551, 50
12.788434, 0.076580, 50
12.788434, 0.000000, 50
