0.003704, 0.148148, 50
0.015913, 0.244179, 50
0.036260, 0.406956, 50
0.064746, 0.569718, 50
0.101369, 0.732453, 50
0.146127, 0.895150, 50
0.199016, 1.057787, 50
0.260033, 1.220341, 50
0.329172, 1.382779, 50
0.406425, 1.545060, 50
0.491782, 1.707135, 50
0.585229, 1.868944, 50
0.686750, 2.030416, 50
0.796323, 2.191471, 50
0.913924, 2.352016, 50
1.039521, 2.511949, 50
1.173079, 2.671157, 50
1.314555, 2.829522, 50
1.463901, 2.986916, 50
1.621062, 3.143210, 50
1.785975, 3.298273, 50
1.958574, 3.451980, 50
2.138785, 3.604208, 50
2.326527, 3.754847, 50
2.521717, 3.903799, 50
2.724266, 4.050982, 50
2.934083, 4.196331, 50
3.147134, 4.261034, 50
3.359444, 4.246199, 50
3.571005, 4.231215, 50
3.781813, 4.216152, 50
3.991866, 4.201071, 50
4.201167, 4.186017, 50
4.409718, 4.171030, 50
4.617525, 4.156136, 50
4.824593, 4.141355, 50
5.030928, 4.126699, 50
5.236537, 4.112171, 50
5.441425, 4.097772, 50
5.645600, 4.083493, 50
5.849066, 4.069327, 50
6.051829, 4.055257, 50
6.253892, 4.041269, 50
6.455260, 4.027342, 50
6.655932, 4.013458, 50
6.855912, 3.999595, 50
7.055199, 3.985730, 50
7.253791, 3.971843, 50
7.451687, 3.957912, 50
7.648882, 3.943918, 50
7.845374, 3.929840, 50
8.041158, 3.915664, 50
8.236226, 3.901375, 50
8.430574, 3.886963, 50
8.624196, 3.872422, 50
8.817083, 3.857752, 50
9.009231, 3.842957, 50
9.200634, 3.828050, 50
9.391286, 3.813050, 50
9.581185, 3.797984, 50
9.770330, 3.782892, 50
9.958721, 3.767822, 50
10.146363, 3.752834, 50
10.333058, 3.733912, 50
10.515381, 3.646454, 50
10.690162, 3.495617, 50
10.857492, 3.346612, 50
11.017461, 3.199374, 50
11.170152, 3.053818, 50
11.315644, 2.909845, 50
11.454012, 2.767345, 50
11.585321, 2.626195, 50
11.709635, 2.486268, 50
11.827006, 2.347434, 50
11.937485, 2.209562, 50
12.041111, 2.072526, 50
12.137921, 1.936207, 50
12.227946, 1.800494, 50
12.311210, 1.665284, 50
12.387734, 1.530486, 50
12.457535, 1.396020, 50
12.520626, 1.261815, 50
12.577017, 1.127813, 50
12.626715, 0.993964, 50
12.669726, 0.860229, 50
12.706055, 0.726575, 50
12.735704, 0.592979, 50
12.758675, 0.459421, 50
12.774970, 0.325887, 50
12.784588, 0.192369, 50
12.787728, 0.062806, 50
12.787728, 0.000000, 50
